ID,RowID,LTARSite.Code,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALT.Keywords,subsite,Repo.Name,Model.Name,NALT.Subject,ISO.Topic,Common.Experiment,trl
UMRB-Ames0733,9733,UMRB-Ames,Common Experiment- NutrientUptake,Dry_Matter_ton,dry matter mass by ton,ton/A,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0734,9734,UMRB-Ames,Common Experiment- NutrientUptake,Plant_DWt_perPlant,total dry weight per plant grams,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0735,9735,UMRB-Ames,Common Experiment- NutrientUptake,Plant_N_Conc,plant N concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0736,9736,UMRB-Ames,Common Experiment- NutrientUptake,Plant_P_Conc,plant P concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0737,9737,UMRB-Ames,Common Experiment- NutrientUptake,Plant_K_Conc,plant K concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0738,9738,UMRB-Ames,Common Experiment- NutrientUptake,Plant_S_Conc,plant S concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0739,9739,UMRB-Ames,Common Experiment- NutrientUptake,Plant_N_Cont,plant N content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0740,9740,UMRB-Ames,Common Experiment- NutrientUptake,Plant_P_Cont,plant P content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0741,9741,UMRB-Ames,Common Experiment- NutrientUptake,Plant_K_Cont,plant K content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0742,9742,UMRB-Ames,Common Experiment- NutrientUptake,Plant_S_Cont,plant S content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0743,9743,UMRB-Ames,Common Experiment- NutrientUptake,Cob_DWt,cob dry weight per cob,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0744,9744,UMRB-Ames,Common Experiment- NutrientUptake,Cob_N_Conc,cob N concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0745,9745,UMRB-Ames,Common Experiment- NutrientUptake,Cob_P_Conc,cob P concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0746,9746,UMRB-Ames,Common Experiment- NutrientUptake,Cob_K_Conc,cob K concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0747,9747,UMRB-Ames,Common Experiment- NutrientUptake,Cob_S_Conc,cob S concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0748,9748,UMRB-Ames,Common Experiment- NutrientUptake,Cob_N_Cont,cob N content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0749,9749,UMRB-Ames,Common Experiment- NutrientUptake,Cob_P_Cont,cob P content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0750,9750,UMRB-Ames,Common Experiment- NutrientUptake,Cob_K_Cont,cob K content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0751,9751,UMRB-Ames,Common Experiment- NutrientUptake,Cob_S_Cont,cob S content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0752,9752,UMRB-Ames,Common Experiment- NutrientUptake,Grain_DWt_perPlant,grain dry weight per plant,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0753,9753,UMRB-Ames,Common Experiment- NutrientUptake,GrainYield,grain yield,Mg/ha,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0754,9754,UMRB-Ames,Common Experiment- NutrientUptake,Grain_N_Conc,grain N concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0755,9755,UMRB-Ames,Common Experiment- NutrientUptake,Grain_P_Conc,grain P concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0756,9756,UMRB-Ames,Common Experiment- NutrientUptake,Grain_K_Conc,grain K concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0757,9757,UMRB-Ames,Common Experiment- NutrientUptake,Grain_S_Conc,grain S concentration,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0758,9758,UMRB-Ames,Common Experiment- NutrientUptake,Grain_N_Cont,grain N content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen in plant fraction, plant tissue",,,,,,,yes,yearly
UMRB-Ames0759,9759,UMRB-Ames,Common Experiment- NutrientUptake,Grain_P_Cont,grain P content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Phosphorus,,,,,,,yes,yearly
UMRB-Ames0760,9760,UMRB-Ames,Common Experiment- NutrientUptake,Grain_K_Cont,grain K content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Potassium,,,,,,,yes,yearly
UMRB-Ames0761,9761,UMRB-Ames,Common Experiment- NutrientUptake,Grain_S_Cont,grain S content ,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0762,9762,UMRB-Ames,Common Experiment- NutrientUptake,N_Uptake,total plant N uptake,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen, biomass, plant tissue, mean or single measurement",,,,,,,yes,yearly
UMRB-Ames0763,9763,UMRB-Ames,Common Experiment- NutrientUptake,P_Uptake,total plant P uptake,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Phosphorus,,,,,,,yes,yearly
UMRB-Ames0764,9764,UMRB-Ames,Common Experiment- NutrientUptake,K_Uptake,total plant K uptake,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Potassium,,,,,,,yes,yearly
UMRB-Ames0765,9765,UMRB-Ames,Common Experiment- NutrientUptake,S_Uptake,total plant S uptake,g/plant,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0766,9766,UMRB-Ames,Common Experiment- NutrientUptake,Harvest_Index,harvest index,%,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0767,9767,UMRB-Ames,Common Experiment- SoilHealth,pH,pH in water,,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0768,9768,UMRB-Ames,Common Experiment- SoilHealth,Buffer_pH,buffer pH,,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0769,9769,UMRB-Ames,Common Experiment- SoilHealth,OM,organic matter content,%,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Particulate organic matter, soil, mean or single measurement",,,,,,,yes,yearly
UMRB-Ames0770,9770,UMRB-Ames,Common Experiment- SoilHealth,Bulk_Density,soil bulk density ,Mg/m^3,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Bulk density, soil",,,,,,,yes,yearly
UMRB-Ames0771,9771,UMRB-Ames,Common Experiment- SoilHealth,NO3,KCl-extractable nitrate,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0772,9772,UMRB-Ames,Common Experiment- SoilHealth,Bray_1_P,Bray P1,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0773,9773,UMRB-Ames,Common Experiment- SoilHealth,Olsen_P,Olsen P,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0774,9774,UMRB-Ames,Common Experiment- SoilHealth,Exch_K,exchangeable potassium,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0775,9775,UMRB-Ames,Common Experiment- SoilHealth,Exch_Ca,exchangeable calcium,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0776,9776,UMRB-Ames,Common Experiment- SoilHealth,Exch_Mg,exchangeable magnesium,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0777,9777,UMRB-Ames,Common Experiment- SoilHealth,Exch_Na,exchangeable sodium,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0778,9778,UMRB-Ames,Common Experiment- SoilHealth,Extract_S,monocalcium phosphate-extractable sulfur,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0779,9779,UMRB-Ames,Common Experiment- SoilHealth,Extract_Zn,DTPA-extractable zinc,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0780,9780,UMRB-Ames,Common Experiment- SoilHealth,Extract_Mn,DTPA-extractable manganese,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0781,9781,UMRB-Ames,Common Experiment- SoilHealth,Extract_Cu,DTPA-extractable copper,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0782,9782,UMRB-Ames,Common Experiment- SoilHealth,Extract_Fe,DTPA-extractable iron,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0783,9783,UMRB-Ames,Common Experiment- SoilHealth,Extract_B,hot water-extractable boron,mg/kg,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0784,9784,UMRB-Ames,Common Experiment- SoilHealth,%_K,potassium saturation of exchange capacity,%,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0785,9785,UMRB-Ames,Common Experiment- SoilHealth,%_Mg,magnesium saturation of exchange capacity,%,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0786,9786,UMRB-Ames,Common Experiment- SoilHealth,%_Ca,calcium saturation of exchange capacity,%,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0787,9787,UMRB-Ames,Common Experiment- SoilHealth,%_Na,sodium saturation of exchange capacity,%,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",%Na,,,,,,,yes,yearly
UMRB-Ames0788,9788,UMRB-Ames,Common Experiment- SoilHealth,%_H,hydrogen saturation of exchange capacity,%,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",%H,,,,,,,yes,yearly
UMRB-Ames0789,9789,UMRB-Ames,Common Experiment- SoilHealth,CEC,cation exchange capacity,meq/100g,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil",,,,,,,yes,yearly
UMRB-Ames0790,9790,UMRB-Ames,Common Experiment- SoilHealth,Sol_Salts,soluble salts,dS/m,Yearly,1 year,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,"Soil, Soil Biology, Soil Physics, Soil Chemistry","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0791,9791,UMRB-Ames,Common Experiment- Stalk_Nitrate,Stalk_DWt,stalk dry weight,g,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Dry Matter of plant fraction, plant tissue",,,,,,,yes,yearly
UMRB-Ames0792,9792,UMRB-Ames,Common Experiment- Stalk_Nitrate,NO3-N,stalk NO3-N content,mg/kg,Yearly,1 year,2018,2018,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",,,,,,,,yes,yearly
UMRB-Ames0793,9793,UMRB-Ames,Common Experiment- GHG,N2OEmissions,Nitrous oxide gas emissions measured,g N2O-N ha-1 day-1,Varies,,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Greenhouse Gas Emissions,MeasGHGFlux,"Nitrous oxide, air, daily, mean or single measurement",,,,,,,yes,varies
UMRB-Ames0794,9794,UMRB-Ames,Common Experiment- GHG,SamplingSoilMoisture,Volumetric soil moisture (%) collected near the chamber,m^3/m^3,Varies,,2016,2016,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Greenhouse Gas Emissions,MeasGHGFlux,,,,,,,,yes,varies
UMRB-Ames0795,9795,UMRB-Ames,Common Experiment- Soil_Surface,Moist_Percent,percent moisture,%,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,,,,,,,yes,yearly
UMRB-Ames0796,9796,UMRB-Ames,Common Experiment- Soil_Surface,Bulk_Density,bulk density,g/cm^3,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Bulk density, soil",,,,,,,yes,yearly
UMRB-Ames0797,9797,UMRB-Ames,Common Experiment- Soil_Surface,Agg_mass,aggregate mass,per 100g,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","mass, soil",,,,,,,yes,yearly
UMRB-Ames0798,9798,UMRB-Ames,Common Experiment- Soil_Surface,pH,soil pH,,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH,,,,,,,yes,yearly
UMRB-Ames0799,9799,UMRB-Ames,Common Experiment- Soil_Surface,Total_Inorg_N,total inorganic nitrogen,ug/g,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,,,,,,,yes,yearly
UMRB-Ames0800,9800,UMRB-Ames,Common Experiment- Soil_Surface,MBC,microbial biomass carbon,mg/kg,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Microbial biomass carbon, soil",,,,,,,yes,yearly
UMRB-Ames0801,9801,UMRB-Ames,Common Experiment- Soil_Surface,TN,total nitrogen,mg/kg,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",TN,,,,,,,yes,yearly
UMRB-Ames0802,9802,UMRB-Ames,Common Experiment- Soil_Surface,Ca_315,soil calcium,ug/g,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil",,,,,,,yes,yearly
UMRB-Ames0803,9803,UMRB-Ames,Common Experiment- Soil_Surface,Cu_327,soil copper,ug/g,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Copper, soil",,,,,,,yes,yearly
UMRB-Ames0804,9804,UMRB-Ames,Common Experiment- Soil_Surface,Fe_238,soil iron,ug/g,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Iron, soil",,,,,,,yes,yearly
UMRB-Ames0805,9805,UMRB-Ames,Common Experiment- Soil_Surface,K_766,soil potassium,ug/g,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil",,,,,,,yes,yearly
UMRB-Ames0806,9806,UMRB-Ames,Common Experiment- Soil_Surface,Mg_285,soil magnesium,ug/g,Yearly,1 year,2017,2017,,Present,now,,,M. Cryder,Excel,Local  ,,1,"Kelley plots, Ames, IA",Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil",,,,,,,yes,yearly
