Sort,ID,RowID,LTARSiteCode,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALTKeywords,subsite,RepoName,ModelName,NALTSubject,ISOTopic,CommonExperiment,trl,AgCROS.VarNameC
7909,UMRB-Morris0027,6063,UMRB-Morris,Eddy Covariance,Hc,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Heat flux
7910,UMRB-Morris0028,6064,UMRB-Morris,Eddy Covariance,CO2_stdev,"flux system, raw data",mg/m^3,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7911,UMRB-Morris0029,6065,UMRB-Morris,Eddy Covariance,CO2_Ux_cov,"flux system, raw data",mg/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7912,UMRB-Morris0030,6066,UMRB-Morris,Eddy Covariance,CO2_Uy_cov,"flux system, raw data",mg/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7913,UMRB-Morris0031,6067,UMRB-Morris,Eddy Covariance,CO2_Uz_cov,"flux system, raw data",mg/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7914,UMRB-Morris0032,6068,UMRB-Morris,Eddy Covariance,H2O_Ux_cov,"flux system, raw data",g/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7915,UMRB-Morris0033,6069,UMRB-Morris,Eddy Covariance,H2O_Uy_cov,"flux system, raw data",g/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7916,UMRB-Morris0034,6070,UMRB-Morris,Eddy Covariance,H2O_Uz_cov,"flux system, raw data",g/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7917,UMRB-Morris0035,6071,UMRB-Morris,Eddy Covariance,Tc_stdev,"flux system, raw data",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7918,UMRB-Morris0036,6072,UMRB-Morris,Eddy Covariance,Tc_Ux_cov,"flux system, raw data",C m/s,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7919,UMRB-Morris0037,6073,UMRB-Morris,Eddy Covariance,Tc_Uy_cov,"flux system, raw data",C m/s,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7920,UMRB-Morris0038,6074,UMRB-Morris,Eddy Covariance,Tc_Uz_cov,"flux system, raw data",C m/s,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7921,UMRB-Morris0039,6075,UMRB-Morris,Eddy Covariance,CO2_mean,"flux system, raw data",mg/m^3,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7922,UMRB-Morris0040,6076,UMRB-Morris,Eddy Covariance,H2O_mean,"flux system, raw data",g/m^3,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7923,UMRB-Morris0041,6077,UMRB-Morris,Eddy Covariance,amb_press_mean,"flux system, raw data, barametric pressure",kPa,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,Vapor pressure,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor pressure
7924,UMRB-Morris0042,6078,UMRB-Morris,Eddy Covariance,Tc_mean,"flux system, raw data",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7925,UMRB-Morris0043,6079,UMRB-Morris,Eddy Covariance,rho_a_mean,"flux system, raw data",kg/m^3,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7926,UMRB-Morris0044,6080,UMRB-Morris,Eddy Covariance,Fc_irga,"flux system, raw data",mg/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7927,UMRB-Morris0045,6081,UMRB-Morris,Eddy Covariance,LE_irga,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Heat flux
7928,UMRB-Morris0046,6082,UMRB-Morris,Eddy Covariance,CO2_wpl_LE,"flux system, raw data",mg/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7929,UMRB-Morris0047,6083,UMRB-Morris,Eddy Covariance,CO2_wpl_H,"flux system, raw data",mg/(m^2 s),15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7930,UMRB-Morris0048,6084,UMRB-Morris,Eddy Covariance,H2O_wpl_LE,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7931,UMRB-Morris0049,6085,UMRB-Morris,Eddy Covariance,H2O_wpl_H,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7932,UMRB-Morris0050,6086,UMRB-Morris,Eddy Covariance,irga_samples_Tot,"flux system, raw data",samples,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7933,UMRB-Morris0051,6087,UMRB-Morris,Eddy Covariance,CO2_sig_strgth_mean,"flux system, raw data",arb,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Carbon dioxide, air, daily, mean or single measurement","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7934,UMRB-Morris0052,6088,UMRB-Morris,Eddy Covariance,H2O_sig_strgth_mean,"flux system, raw data",arb,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7935,UMRB-Morris0053,6089,UMRB-Morris,Eddy Covariance,h2o_hmp_Avg,"flux system, raw data",g/m^3,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,Vapor Pressure
7936,UMRB-Morris0054,6090,UMRB-Morris,Eddy Covariance,T_hmp_Avg,"flux system, raw data",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7937,UMRB-Morris0055,6091,UMRB-Morris,Eddy Covariance,RH_hmp_Avg,"flux system, raw data",fraction,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Relative humidity, air, timestep, mean","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7938,UMRB-Morris0056,6092,UMRB-Morris,Eddy Covariance,e_hmp_Avg,"flux system, raw data",kPa,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7939,UMRB-Morris0057,6093,UMRB-Morris,Eddy Covariance,e_sat_hmp_Avg,"flux system, raw data",NA,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7940,UMRB-Morris0058,6094,UMRB-Morris,Eddy Covariance,SW_In_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7941,UMRB-Morris0059,6095,UMRB-Morris,Eddy Covariance,SW_Out_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7942,UMRB-Morris0060,6096,UMRB-Morris,Eddy Covariance,LW_In_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,ave_incoming_longwave radiation,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7943,UMRB-Morris0061,6097,UMRB-Morris,Eddy Covariance,LW_Out_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7944,UMRB-Morris0062,6098,UMRB-Morris,Eddy Covariance,LW_In_TC_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,ave_incoming_longwave radiation,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7945,UMRB-Morris0063,6099,UMRB-Morris,Eddy Covariance,LW_Out_TC_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7946,UMRB-Morris0064,6100,UMRB-Morris,Eddy Covariance,Rn_short_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7947,UMRB-Morris0065,6101,UMRB-Morris,Eddy Covariance,Rn_long_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7948,UMRB-Morris0066,6102,UMRB-Morris,Eddy Covariance,Rn_total_Avg,"flux system, raw data",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Heat, flux","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7950,UMRB-Morris0068,6104,UMRB-Morris,Eddy Covariance,NR_TempC_Avg,"flux system, raw data",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,Temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7951,UMRB-Morris0069,6105,UMRB-Morris,Eddy Covariance,Rain_Tot,"flux system, raw data, rainfall",mm,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,"Precipitation, timestep, total","Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7952,UMRB-Morris0070,6106,UMRB-Morris,Eddy Covariance,PAR_Den_Avg,"flux system, raw data, solar",umol/s/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,Photosynthetically active radiation,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7953,UMRB-Morris0071,6107,UMRB-Morris,Eddy Covariance,PAR_Tot_Tot,"flux system, raw data, solar",mmol/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,Photosynthetically active radiation,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7954,UMRB-Morris0072,6108,UMRB-Morris,Eddy Covariance,TargTempC_Avg,"flux system, raw data",NA,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7955,UMRB-Morris0073,6109,UMRB-Morris,Eddy Covariance,SHF1_Avg,"flux system, raw data, soil heat flux",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,Soil heat flux,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7956,UMRB-Morris0074,6110,UMRB-Morris,Eddy Covariance,SHF2_Avg,"flux system, raw data, soil heat flux",W/m^2,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,Soil heat flux,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7957,UMRB-Morris0075,6111,UMRB-Morris,Eddy Covariance,SoilTC1_Avg,"flux system, raw data, soil temperatures",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,soil temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7958,UMRB-Morris0076,6112,UMRB-Morris,Eddy Covariance,SoilTC2_Avg,"flux system, raw data, soil temperatures",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,soil temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7959,UMRB-Morris0077,6113,UMRB-Morris,Eddy Covariance,SoilTC3_Avg,"flux system, raw data, soil temperatures",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,soil temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7960,UMRB-Morris0078,6114,UMRB-Morris,Eddy Covariance,SoilTC4_Avg,"flux system, raw data, soil temperatures",C,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,soil temperature,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7961,UMRB-Morris0079,6115,UMRB-Morris,Eddy Covariance,soil_water_T_Avg(1),"flux system, raw data, soil moisture",frac_v_wtr,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,soil moisture,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7962,UMRB-Morris0080,6116,UMRB-Morris,Eddy Covariance,soil_water_T_Avg(2),"flux system, raw data, soil moisture",frac_v_wtr,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,soil moisture,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7963,UMRB-Morris0081,6117,UMRB-Morris,Eddy Covariance,cs616_wcr_Avg(1),"flux system, raw data",uSeconds,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7964,UMRB-Morris0082,6118,UMRB-Morris,Eddy Covariance,cs616_wcr_Avg(2),"flux system, raw data",uSeconds,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7965,UMRB-Morris0083,6119,UMRB-Morris,Eddy Covariance,slowsequence_Tot,"flux system, raw data",samples,15 minute,15 minute,6/9/2017,6/9/2017,NA,present,now,NA,NA,C. Wente,Spreadsheet,local network,NA,1,Morris MN sites 1 and 2,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",NA,NA,NA,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,yes,15 minute,
7966,UMRB-Morris0084,6120,UMRB-Morris,Meteorology,AirTemperature,"weather station, air temperature",C,15 minute,15 minute,9/1/2015,9/1/2015,NA,present,now,NA,NA,S. Wagner,.csv,https://ltar.nal.usda.gov/ltar/met/index,UMRB-Morris-000,1,Swan Lake Research Farm,Open,Meteorology,"WeatherDaily, WeatherStation","Temperature, air, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,yes,15 minute,temperature
7967,UMRB-Morris0085,6121,UMRB-Morris,Meteorology,Wind Speed,"weather station, wind speed",m/s,15 minute,15 minute,9/1/2015,9/1/2015,NA,present,now,NA,NA,S. Wagner,.csv,https://ltar.nal.usda.gov/ltar/met/index,UMRB-Morris-000,1,Swan Lake Research Farm,Open,Meteorology,"WeatherDaily, WeatherStation","Wind speed, air, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,yes,15 minute,windSpeed
7968,UMRB-Morris0086,6122,UMRB-Morris,Meteorology,Wind Direction,"weather station, wind direction",degrees,15 minute,15 minute,9/1/2015,9/1/2015,NA,present,now,NA,NA,S. Wagner,.csv,https://ltar.nal.usda.gov/ltar/met/index,UMRB-Morris-000,1,Swan Lake Research Farm,Open,Meteorology,"WeatherDaily, WeatherStation","Wind direction air, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,yes,15 minute,windDirection
